gene_id	junction_id	chromosome	donor_site	acceptor_site	strand	read_count
ENSMUSG00000022110.13	chr14_73568733_73568861_+	chr14	73568733	73568861	+	117
ENSMUSG00000022110.13	chr14_73569024_73579355_+	chr14	73569024	73579355	+	295
ENSMUSG00000022110.13	chr14_73593765_73595373_+	chr14	73593765	73595373	+	286
ENSMUSG00000060126.14	chr14_75845456_75845616_+	chr14	75845456	75845616	+	2655
ENSMUSG00000060126.14	chr14_75845690_75846202_+	chr14	75845690	75846202	+	3146
ENSMUSG00000060126.14	chr14_75846393_75846693_+	chr14	75846393	75846693	+	3434
ENSMUSG00000060126.14	chr14_75846799_75847243_+	chr14	75846799	75847243	+	3601
ENSMUSG00000060126.14	chr14_75847360_75848098_+	chr14	75847360	75848098	+	4595
ENSMUSG00000022013.4	chr14_77826470_77840167_-	chr14	77840167	77826470	-	432
ENSMUSG00000022013.4	chr14_77840238_77844395_-	chr14	77844395	77840238	-	372
ENSMUSG00000022013.4	chr14_77844472_77852897_-	chr14	77852897	77844472	-	270
ENSMUSG00000022013.4	chr14_77852971_77856938_-	chr14	77856938	77852971	-	332
ENSMUSG00000022013.4	chr14_77856990_77874797_-	chr14	77874797	77856990	-	331
ENSMUSG00000022024.10	chr14_79587866_79587953_+	chr14	79587866	79587953	+	154
ENSMUSG00000022024.10	chr14_79588011_79595368_+	chr14	79588011	79595368	+	131
ENSMUSG00000022024.10	chr14_79595459_79596747_+	chr14	79595459	79596747	+	207
ENSMUSG00000022024.10	chr14_79596817_79597395_+	chr14	79596817	79597395	+	174
ENSMUSG00000022024.10	chr14_79597466_79602846_+	chr14	79597466	79602846	+	246
ENSMUSG00000022024.10	chr14_79602900_79603469_+	chr14	79602900	79603469	+	281
ENSMUSG00000022024.10	chr14_79603486_79607245_+	chr14	79603486	79607245	+	315
ENSMUSG00000022024.10	chr14_79607277_79608955_+	chr14	79607277	79608955	+	301
ENSMUSG00000022024.10	chr14_79609052_79610239_+	chr14	79609052	79610239	+	248
ENSMUSG00000022024.10	chr14_79610347_79619708_+	chr14	79610347	79619708	+	185
ENSMUSG00000022024.10	chr14_79619799_79624840_+	chr14	79619799	79624840	+	186
ENSMUSG00000075486.10	chr14_101634392_101636953_-	chr14	101636953	101634392	-	255
ENSMUSG00000075486.10	chr14_101637106_101640287_-	chr14	101640287	101637106	-	389
ENSMUSG00000075486.10	chr14_101640299_101640388_-	chr14	101640388	101640299	-	443
ENSMUSG00000044224.16	chr15_10461424_10461875_-	chr15	10461875	10461424	-	58
ENSMUSG00000022241.6	chr15_11385198_11387051_-	chr15	11387051	11385198	-	134
ENSMUSG00000022241.6	chr15_11387124_11387262_-	chr15	11387262	11387124	-	96
ENSMUSG00000022241.6	chr15_11387367_11387471_-	chr15	11387471	11387367	-	154
ENSMUSG00000022241.6	chr15_11387572_11387700_-	chr15	11387700	11387572	-	104
ENSMUSG00000022241.6	chr15_11388218_11388297_-	chr15	11388297	11388218	-	232
ENSMUSG00000022241.6	chr15_11388460_11389575_-	chr15	11389575	11388460	-	131
ENSMUSG00000022241.6	chr15_11391207_11391813_-	chr15	11391813	11391207	-	115
ENSMUSG00000022241.6	chr15_11391892_11391969_-	chr15	11391969	11391892	-	106
ENSMUSG00000022241.6	chr15_11392034_11392231_-	chr15	11392231	11392034	-	79
ENSMUSG00000022241.6	chr15_11392349_11392786_-	chr15	11392786	11392349	-	91
ENSMUSG00000052253.6	chr15_25996249_25997166_+	chr15	25996249	25997166	+	57
ENSMUSG00000045996.12	chr15_36174081_36174986_+	chr15	36174081	36174986	+	181
ENSMUSG00000045996.12	chr15_36175056_36175383_+	chr15	36175056	36175383	+	258
ENSMUSG00000045996.12	chr15_36175476_36176753_+	chr15	36175476	36176753	+	201
ENSMUSG00000062397.8	chr15_37000923_37001838_-	chr15	37001838	37000923	-	391
ENSMUSG00000062397.8	chr15_37001946_37003685_-	chr15	37003685	37001946	-	434
ENSMUSG00000062397.8	chr15_37003822_37007127_-	chr15	37007127	37003822	-	316
ENSMUSG00000022336.3	chr15_43250237_43251479_-	chr15	43251479	43250237	-	579
ENSMUSG00000022336.3	chr15_43251614_43252204_-	chr15	43252204	43251614	-	565
ENSMUSG00000022336.3	chr15_43252307_43261059_-	chr15	43261059	43252307	-	669
ENSMUSG00000022336.3	chr15_43261169_43262598_-	chr15	43262598	43261169	-	836
ENSMUSG00000022336.3	chr15_43262700_43263208_-	chr15	43263208	43262700	-	614
ENSMUSG00000022336.3	chr15_43263335_43265500_-	chr15	43265500	43263335	-	757
ENSMUSG00000022336.3	chr15_43265625_43266133_-	chr15	43266133	43265625	-	577
ENSMUSG00000022336.3	chr15_43266259_43270878_-	chr15	43270878	43266259	-	843
ENSMUSG00000022336.3	chr15_43270983_43272275_-	chr15	43272275	43270983	-	630
ENSMUSG00000022336.3	chr15_43272318_43275236_-	chr15	43275236	43272318	-	500
ENSMUSG00000022336.3	chr15_43275354_43278307_-	chr15	43278307	43275354	-	664
ENSMUSG00000022336.3	chr15_43278422_43282602_-	chr15	43282602	43278422	-	265
ENSMUSG00000022337.7	chr15_43494804_43495163_+	chr15	43494804	43495163	+	125
ENSMUSG00000022337.7	chr15_43495249_43497060_+	chr15	43495249	43497060	+	97
ENSMUSG00000022337.7	chr15_43507921_43510814_+	chr15	43507921	43510814	+	80
ENSMUSG00000022337.7	chr15_43510896_43511699_+	chr15	43510896	43511699	+	117
ENSMUSG00000022370.13	chr15_55534337_55539029_-	chr15	55539029	55534337	-	274
ENSMUSG00000022370.13	chr15_55539151_55540122_-	chr15	55540122	55539151	-	291
ENSMUSG00000022370.13	chr15_55540209_55543323_-	chr15	55543323	55540209	-	297
ENSMUSG00000022370.13	chr15_55543384_55548141_-	chr15	55548141	55543384	-	168
ENSMUSG00000022370.13	chr15_55548235_55555319_-	chr15	55555319	55548235	-	245
ENSMUSG00000022370.13	chr15_55555443_55557257_-	chr15	55557257	55555443	-	251
ENSMUSG00000022365.6	chr15_57871906_57875496_-	chr15	57875496	57871906	-	136
ENSMUSG00000022365.6	chr15_57875607_57877417_-	chr15	57877417	57875607	-	129
ENSMUSG00000022365.6	chr15_57877470_57878484_-	chr15	57878484	57877470	-	117
ENSMUSG00000022365.6	chr15_57878580_57879048_-	chr15	57879048	57878580	-	122
ENSMUSG00000022365.6	chr15_57879075_57879999_-	chr15	57879999	57879075	-	134
ENSMUSG00000022354.4	chr15_58933938_58936267_+	chr15	58933938	58936267	+	1212
ENSMUSG00000022354.4	chr15_58937465_58939274_+	chr15	58937465	58939274	+	1295
ENSMUSG00000068391.8	chr15_73090583_73092832_+	chr15	73090583	73092832	+	305
ENSMUSG00000068391.8	chr15_73092959_73093523_+	chr15	73092959	73093523	+	219
ENSMUSG00000022551.8	chr15_76344498_76344581_+	chr15	76344498	76344581	+	292
ENSMUSG00000022551.8	chr15_76344708_76344811_+	chr15	76344708	76344811	+	371
ENSMUSG00000022551.8	chr15_76344969_76345052_+	chr15	76344969	76345052	+	310
ENSMUSG00000022551.8	chr15_76345213_76345476_+	chr15	76345213	76345476	+	197
ENSMUSG00000022551.8	chr15_76345577_76345654_+	chr15	76345577	76345654	+	314
ENSMUSG00000022551.8	chr15_76343692_76344301_+	chr15	76343692	76344301	+	230
ENSMUSG00000115987.1	chr15_76622350_76622470_-	chr15	76622470	76622350	-	486
ENSMUSG00000115987.1	chr15_76622562_76622654_-	chr15	76622654	76622562	-	756
ENSMUSG00000115987.1	chr15_76622708_76623170_-	chr15	76623170	76622708	-	717
ENSMUSG00000115987.1	chr15_76623272_76623388_-	chr15	76623388	76623272	-	596
ENSMUSG00000115987.1	chr15_76623494_76624085_-	chr15	76624085	76623494	-	738
ENSMUSG00000115987.1	chr15_76624175_76624447_-	chr15	76624447	76624175	-	556
ENSMUSG00000115987.1	chr15_76624485_76624591_-	chr15	76624591	76624485	-	597
ENSMUSG00000115987.1	chr15_76624620_76625133_-	chr15	76625133	76624620	-	510
ENSMUSG00000068220.6	chr15_78926804_78927969_+	chr15	78926804	78927969	+	2025
ENSMUSG00000068220.6	chr15_78928049_78929632_+	chr15	78928049	78929632	+	990
ENSMUSG00000068220.6	chr15_78929804_78929997_+	chr15	78929804	78929997	+	1273
ENSMUSG00000022403.15	chr15_81365578_81366346_-	chr15	81366346	81365578	-	123
ENSMUSG00000022403.15	chr15_81366489_81369393_-	chr15	81369393	81366489	-	147
ENSMUSG00000022403.15	chr15_81371574_81374803_-	chr15	81374803	81371574	-	112
ENSMUSG00000022403.15	chr15_81392322_81399484_-	chr15	81399484	81392322	-	164
ENSMUSG00000022635.9	chr15_93391565_93395586_-	chr15	93395586	93391565	-	78
ENSMUSG00000023020.2	chr15_99725848_99727644_+	chr15	99725848	99727644	+	320
ENSMUSG00000056851.14	chr15_102490803_102498488_+	chr15	102490803	102498488	+	399
ENSMUSG00000060992.9	chr15_103272941_103289100_+	chr15	103272941	103289100	+	180
ENSMUSG00000060992.9	chr15_103289169_103290674_+	chr15	103289169	103290674	+	451
ENSMUSG00000060992.9	chr15_103290756_103291328_+	chr15	103290756	103291328	+	359
ENSMUSG00000060992.9	chr15_103291420_103294721_+	chr15	103291420	103294721	+	308
ENSMUSG00000060992.9	chr15_103294777_103296532_+	chr15	103294777	103296532	+	400
ENSMUSG00000060992.9	chr15_103296610_103296733_+	chr15	103296610	103296733	+	430
ENSMUSG00000060992.9	chr15_103296785_103297886_+	chr15	103296785	103297886	+	420
ENSMUSG00000060992.9	chr15_103297925_103298692_+	chr15	103297925	103298692	+	409
ENSMUSG00000014301.13	chr16_4616633_4616812_-	chr16	4616812	4616633	-	136
ENSMUSG00000014301.13	chr16_4616878_4617125_-	chr16	4617125	4616878	-	214
ENSMUSG00000014301.13	chr16_4617262_4617918_-	chr16	4617918	4617262	-	163
ENSMUSG00000022516.10	chr16_4939293_4939377_+	chr16	4939293	4939377	+	178
ENSMUSG00000022500.15	chr16_10961051_10963256_-	chr16	10963256	10961051	-	124
ENSMUSG00000022500.15	chr16_10963413_10966424_-	chr16	10966424	10963413	-	121
ENSMUSG00000022674.15	chr16_15556543_15577014_-	chr16	15577014	15556543	-	101
ENSMUSG00000022674.15	chr16_15577140_15581058_-	chr16	15581058	15577140	-	149
ENSMUSG00000022674.15	chr16_15581207_15594459_-	chr16	15594459	15581207	-	102
ENSMUSG00000038965.17	chr16_17154282_17159989_-	chr16	17159989	17154282	-	455
ENSMUSG00000038965.17	chr16_17160176_17176411_-	chr16	17176411	17160176	-	255
ENSMUSG00000038965.17	chr16_17176507_17201434_-	chr16	17201434	17176507	-	407
ENSMUSG00000005262.13	chr16_18821169_18823222_+	chr16	18821169	18823222	+	126
ENSMUSG00000005262.13	chr16_18823295_18824987_+	chr16	18823295	18824987	+	86
ENSMUSG00000005262.13	chr16_18825056_18825752_+	chr16	18825056	18825752	+	82
ENSMUSG00000005262.13	chr16_18827717_18834235_+	chr16	18827717	18834235	+	150
ENSMUSG00000022706.16	chr16_18872662_18873536_-	chr16	18873536	18872662	-	155
ENSMUSG00000022706.16	chr16_18873695_18875323_-	chr16	18875323	18873695	-	165
ENSMUSG00000022706.16	chr16_18875407_18876470_-	chr16	18876470	18875407	-	223
ENSMUSG00000047714.14	chr16_31260668_31261229_-	chr16	31261229	31260668	-	170
ENSMUSG00000047714.14	chr16_31261307_31265304_-	chr16	31265304	31261307	-	229
ENSMUSG00000022808.5	chr16_33251601_33264258_+	chr16	33251601	33264258	+	166
ENSMUSG00000022808.5	chr16_33264380_33266749_+	chr16	33264380	33266749	+	186
ENSMUSG00000022808.5	chr16_33266885_33268017_+	chr16	33266885	33268017	+	160
ENSMUSG00000022808.5	chr16_33268167_33269655_+	chr16	33268167	33269655	+	90
ENSMUSG00000022808.5	chr16_33269703_33276941_+	chr16	33269703	33276941	+	236
ENSMUSG00000022808.5	chr16_33276997_33280632_+	chr16	33276997	33280632	+	265
ENSMUSG00000022808.5	chr16_33280705_33284409_+	chr16	33280705	33284409	+	252
ENSMUSG00000022808.5	chr16_33284471_33285986_+	chr16	33284471	33285986	+	92
ENSMUSG00000022808.5	chr16_33286052_33287691_+	chr16	33286052	33287691	+	76
ENSMUSG00000022808.5	chr16_33287781_33290098_+	chr16	33287781	33290098	+	87
ENSMUSG00000022808.5	chr16_33290198_33291740_+	chr16	33290198	33291740	+	75
ENSMUSG00000022808.5	chr16_33294755_33298430_+	chr16	33294755	33298430	+	56
ENSMUSG00000035376.10	chr16_35022635_35025824_+	chr16	35022635	35025824	+	239
ENSMUSG00000035376.10	chr16_35025942_35048719_+	chr16	35025942	35048719	+	377
ENSMUSG00000035376.10	chr16_35048738_35075605_+	chr16	35048738	35075605	+	418
ENSMUSG00000035376.10	chr16_35075694_35099755_+	chr16	35075694	35099755	+	482
ENSMUSG00000035376.10	chr16_35099877_35101945_+	chr16	35099877	35101945	+	333
ENSMUSG00000035376.10	chr16_35102124_35106314_+	chr16	35102124	35106314	+	329
ENSMUSG00000003955.8	chr16_36044091_36046378_-	chr16	36046378	36044091	-	182
ENSMUSG00000003955.8	chr16_36046487_36049841_-	chr16	36049841	36046487	-	276
ENSMUSG00000003955.8	chr16_36049950_36052285_-	chr16	36052285	36049950	-	305
ENSMUSG00000003955.8	chr16_36052408_36071469_-	chr16	36071469	36052408	-	221
ENSMUSG00000022820.4	chr16_37647719_37649013_-	chr16	37649013	37647719	-	781
ENSMUSG00000022820.4	chr16_37649160_37654179_-	chr16	37654179	37649160	-	732
ENSMUSG00000055447.19	chr16_49868112_49884164_+	chr16	49868112	49884164	+	393
ENSMUSG00000055447.19	chr16_49884254_49894176_+	chr16	49884254	49894176	+	408
ENSMUSG00000055447.19	chr16_49894284_49895368_+	chr16	49894284	49895368	+	537
ENSMUSG00000055447.19	chr16_49895461_49896355_+	chr16	49895461	49896355	+	607
ENSMUSG00000055447.19	chr16_49896448_49898039_+	chr16	49896448	49898039	+	396
ENSMUSG00000055447.19	chr16_49898132_49906780_+	chr16	49898132	49906780	+	383
ENSMUSG00000055447.19	chr16_49855832_49867764_+	chr16	49855832	49867764	+	158
ENSMUSG00000055447.19	chr16_49906812_49910868_+	chr16	49906812	49910868	+	458
ENSMUSG00000071533.11	chr16_56017317_56018471_-	chr16	56018471	56017317	-	150
ENSMUSG00000071533.11	chr16_56018527_56022054_-	chr16	56022054	56018527	-	160
ENSMUSG00000071533.11	chr16_56022129_56024223_-	chr16	56024223	56022129	-	249
ENSMUSG00000004843.7	chr16_65540250_65540419_-	chr16	65540419	65540250	-	114
ENSMUSG00000004843.7	chr16_65540526_65545276_-	chr16	65545276	65540526	-	205
ENSMUSG00000004843.7	chr16_65545379_65546848_-	chr16	65546848	65545379	-	132
ENSMUSG00000004843.7	chr16_65547043_65550962_-	chr16	65550962	65547043	-	154
ENSMUSG00000004843.7	chr16_65551054_65562474_-	chr16	65562474	65551054	-	114
ENSMUSG00000022890.13	chr16_84827995_84828424_-	chr16	84828424	84827995	-	2175
ENSMUSG00000022890.13	chr16_84828549_84831328_-	chr16	84831328	84828549	-	2276
ENSMUSG00000025613.13	chr16_87484065_87484803_-	chr16	87484803	87484065	-	259
ENSMUSG00000025613.13	chr16_87484923_87485579_-	chr16	87485579	87484923	-	475
ENSMUSG00000025613.13	chr16_87485744_87485833_-	chr16	87485833	87485744	-	479
ENSMUSG00000025613.13	chr16_87485905_87486235_-	chr16	87486235	87485905	-	777
ENSMUSG00000025613.13	chr16_87486351_87486432_-	chr16	87486432	87486351	-	541
ENSMUSG00000025613.13	chr16_87486520_87486594_-	chr16	87486594	87486520	-	514
ENSMUSG00000025613.13	chr16_87486661_87487533_-	chr16	87487533	87486661	-	503
ENSMUSG00000025613.13	chr16_87487712_87488806_-	chr16	87488806	87487712	-	450
ENSMUSG00000025613.13	chr16_87488944_87490320_-	chr16	87490320	87488944	-	454
ENSMUSG00000025613.13	chr16_87490382_87490484_-	chr16	87490484	87490382	-	480
ENSMUSG00000025613.13	chr16_87490665_87491301_-	chr16	87491301	87490665	-	292
ENSMUSG00000025613.13	chr16_87491451_87493706_-	chr16	87493706	87491451	-	326
ENSMUSG00000025613.13	chr16_87493786_87494336_-	chr16	87494336	87493786	-	528
ENSMUSG00000025613.13	chr16_87494427_87495728_-	chr16	87495728	87494427	-	204
ENSMUSG00000022956.11	chr16_91925391_91925540_-	chr16	91925540	91925391	-	795
ENSMUSG00000022956.11	chr16_91929009_91930353_-	chr16	91930353	91929009	-	857
ENSMUSG00000022956.11	chr16_91930404_91931519_-	chr16	91931519	91930404	-	730
ENSMUSG00000051483.9	chr16_93608254_93608788_+	chr16	93608254	93608788	+	200
ENSMUSG00000051483.9	chr16_93608896_93609794_+	chr16	93608896	93609794	+	208
ENSMUSG00000022940.17	chr16_94364787_94365354_-	chr16	94365354	94364787	-	203
ENSMUSG00000022940.17	chr16_94365473_94367560_-	chr16	94367560	94365473	-	244
ENSMUSG00000022940.17	chr16_94367633_94370088_-	chr16	94370088	94367633	-	153
ENSMUSG00000022913.16	chr16_95980111_95982101_-	chr16	95982101	95980111	-	96
ENSMUSG00000022913.16	chr16_95982238_95983792_-	chr16	95983792	95982238	-	136
ENSMUSG00000022913.16	chr16_95983991_95987292_-	chr16	95987292	95983991	-	81
ENSMUSG00000022913.16	chr16_95987355_95987959_-	chr16	95987959	95987355	-	90
ENSMUSG00000022913.16	chr16_95988111_95989491_-	chr16	95989491	95988111	-	124
ENSMUSG00000022913.16	chr16_95989598_95990753_-	chr16	95990753	95989598	-	91
ENSMUSG00000004945.15	chr17_5411467_5433441_-	chr17	5433441	5411467	-	130
ENSMUSG00000004945.15	chr17_5439632_5440132_-	chr17	5440132	5439632	-	112
ENSMUSG00000034345.14	chr17_6079911_6080801_+	chr17	6079911	6080801	+	86
ENSMUSG00000034345.14	chr17_6080874_6084471_+	chr17	6080874	6084471	+	98
ENSMUSG00000057388.9	chr17_12911749_12913769_-	chr17	12913769	12911749	-	305
ENSMUSG00000068039.13	chr17_12916629_12917797_+	chr17	12916629	12917797	+	221
ENSMUSG00000068039.13	chr17_12917883_12918042_+	chr17	12917883	12918042	+	289
ENSMUSG00000068039.13	chr17_12918171_12919350_+	chr17	12918171	12919350	+	338
ENSMUSG00000068039.13	chr17_12919448_12919814_+	chr17	12919448	12919814	+	313
ENSMUSG00000068039.13	chr17_12919925_12920275_+	chr17	12919925	12920275	+	412
ENSMUSG00000068039.13	chr17_12920457_12920739_+	chr17	12920457	12920739	+	529
ENSMUSG00000068039.13	chr17_12923693_12924259_+	chr17	12923693	12924259	+	299
ENSMUSG00000068039.13	chr17_12920866_12922102_+	chr17	12920866	12922102	+	434
ENSMUSG00000068039.13	chr17_12922278_12922608_+	chr17	12922278	12922608	+	419
ENSMUSG00000068039.13	chr17_12922732_12923217_+	chr17	12922732	12923217	+	436
ENSMUSG00000068039.13	chr17_12923410_12923529_+	chr17	12923410	12923529	+	697
ENSMUSG00000006818.5	chr17_13008386_13010519_+	chr17	13008386	13010519	+	390
ENSMUSG00000006818.5	chr17_13010636_13013432_+	chr17	13010636	13013432	+	386
ENSMUSG00000006818.5	chr17_13013612_13015025_+	chr17	13013612	13015025	+	406
ENSMUSG00000023883.13	chr17_14945184_14946198_-	chr17	14946198	14945184	-	51
ENSMUSG00000023883.13	chr17_14946387_14946654_-	chr17	14946654	14946387	-	196
ENSMUSG00000023883.13	chr17_14946763_14950559_-	chr17	14950559	14946763	-	139
ENSMUSG00000023883.13	chr17_14954124_14954791_-	chr17	14954791	14954124	-	120
ENSMUSG00000023883.13	chr17_14955166_14955983_-	chr17	14955983	14955166	-	132
ENSMUSG00000023883.13	chr17_14956864_14959418_-	chr17	14959418	14956864	-	92
ENSMUSG00000023904.10	chr17_23674068_23674534_+	chr17	23674068	23674534	+	521
ENSMUSG00000023904.10	chr17_23674675_23674883_+	chr17	23674675	23674883	+	454
ENSMUSG00000023905.15	chr17_23676046_23676138_-	chr17	23676138	23676046	-	749
ENSMUSG00000023905.15	chr17_23676273_23676518_-	chr17	23676518	23676273	-	901
ENSMUSG00000023905.15	chr17_23676623_23677326_-	chr17	23677326	23676623	-	462
ENSMUSG00000040048.14	chr17_24722220_24722380_-	chr17	24722380	24722220	-	611
ENSMUSG00000040048.14	chr17_24722520_24722654_-	chr17	24722654	24722520	-	740
ENSMUSG00000040048.14	chr17_24722793_24724186_-	chr17	24724186	24722793	-	672
ENSMUSG00000039183.5	chr17_24883314_24883805_-	chr17	24883805	24883314	-	351
ENSMUSG00000057411.8	chr17_25790778_25790932_-	chr17	25790932	25790778	-	218
ENSMUSG00000057411.8	chr17_25790983_25791345_-	chr17	25791345	25790983	-	179
ENSMUSG00000057411.8	chr17_25791486_25791571_-	chr17	25791571	25791486	-	228
ENSMUSG00000057411.8	chr17_25791676_25792052_-	chr17	25792052	25791676	-	235
ENSMUSG00000025731.15	chr17_25876279_25876494_+	chr17	25876279	25876494	+	307
ENSMUSG00000025731.15	chr17_25876562_25876660_+	chr17	25876562	25876660	+	212
ENSMUSG00000025731.15	chr17_25876739_25876949_+	chr17	25876739	25876949	+	135
ENSMUSG00000024181.8	chr17_26123849_26124555_+	chr17	26123849	26124555	+	350
ENSMUSG00000024181.8	chr17_26124708_26125256_+	chr17	26124708	26125256	+	399
ENSMUSG00000024181.8	chr17_26125564_26126270_+	chr17	26125564	26126270	+	420
ENSMUSG00000015575.14	chr17_26676578_26682677_+	chr17	26676578	26682677	+	1656
ENSMUSG00000015575.14	chr17_26682725_26695354_+	chr17	26682725	26695354	+	1716
ENSMUSG00000015575.14	chr17_26695484_26699211_+	chr17	26695484	26699211	+	1519
ENSMUSG00000024194.15	chr17_26938176_26938417_-	chr17	26938417	26938176	-	330
ENSMUSG00000024194.15	chr17_26938467_26938571_-	chr17	26938571	26938467	-	343
ENSMUSG00000024194.15	chr17_26938617_26938726_-	chr17	26938726	26938617	-	167
ENSMUSG00000024194.15	chr17_26938786_26938883_-	chr17	26938883	26938786	-	239
ENSMUSG00000024194.15	chr17_26939092_26939316_-	chr17	26939316	26939092	-	202
ENSMUSG00000024194.15	chr17_26939368_26939450_-	chr17	26939450	26939368	-	158
ENSMUSG00000024208.15	chr17_27122840_27125146_-	chr17	27125146	27122840	-	469
ENSMUSG00000024208.15	chr17_27125216_27125883_-	chr17	27125883	27125216	-	438
ENSMUSG00000024208.15	chr17_27125958_27133739_-	chr17	27133739	27125958	-	410
ENSMUSG00000052712.16	chr17_29277947_29282059_+	chr17	29277947	29282059	+	136
ENSMUSG00000052712.16	chr17_29282267_29282677_+	chr17	29282267	29282677	+	242
ENSMUSG00000052712.16	chr17_29282891_29294006_+	chr17	29282891	29294006	+	172
ENSMUSG00000052712.16	chr17_29294161_29294274_+	chr17	29294161	29294274	+	222
ENSMUSG00000052712.16	chr17_29294414_29296559_+	chr17	29294414	29296559	+	136
ENSMUSG00000052712.16	chr17_29296689_29298641_+	chr17	29296689	29298641	+	124
